iso_partner,year,median_positive_misalignment,median_negative_misalignment,avg_positive_misalignment,avg_negative_misalignment,sd_positive_misalignment,sd_negative_misalignment,percentile_2_5_positive_misalignment,percentile_2_5_negative_misalignment,percentile_97_5_positive_misalignment,percentile_97_5_negative_misalignment,gdp_current_usd,gvt_health_expenditure,population,cit,etr_average_corrected,total_avg_positive_misalignment,total_avg_negative_misalignment,loss_incurred_cit_usd,loss_incurred_etr_usd,total_loss_cit,total_loss_etr,loss_inflicted_share,loss_inflicted_cit_usd,loss_inflicted_etr_usd
AFG,2020.0,0.0010840498417011876,-0.032497340674322854,0.0010877612891457146,-0.03261413550971498,9.220611858009359e-06,0.00027579199691535,0.0010833667051779019,-0.033416119005529404,0.0011146042867167982,-0.032490071713796566,19955929052.1496,238944014.08000004,38972230.0,0.2,0.060288236831721,1585807.459474308,-1247494.7933691046,-0.006522827101942997,-0.0019662487256715384,-210669.83012816196,-189973.37100691992,6.859352834084317e-10,-0.00014450586963456695,-0.00013030943808168676
AFG,2021.0,0.0014036198048177307,-0.2801341714417833,0.0014080960043525497,-0.28108076929419157,1.197258744615916e-05,0.00239510878859562,0.001401807730181693,-0.2880663221922057,0.0014429616374954414,-0.28000902721775445,14266499429.8746,107697735.61,40099462.0,0.2,0.0539218392433623,1040528.4419489814,-1130695.7387311675,-0.05621615385883832,-0.015156392056282005,-170621.33062327662,-170286.03921121365,1.3532508556086069e-09,-0.0002308934616510281,-0.00023043972826077564
AFG,2021.0,0.0014036198048177307,-0.2801341714417833,0.0014080960043525497,-0.28108076929419157,1.197258744615916e-05,0.00239510878859562,0.001401807730181693,-0.2880663221922057,0.0014429616374954414,-0.28000902721775445,14266499429.8746,107697735.61,40099462.0,0.2,0.0539218392433623,1040528.4419489814,-1130695.7387311675,-0.05621615385883832,-0.015156392056282005,-170621.33062327662,-170286.03921121365,1.3532508556086069e-09,-0.0002308934616510281,-0.00023043972826077564
AFG,2021.0,0.0014036198048177307,-0.2801341714417833,0.0014080960043525497,-0.28108076929419157,1.197258744615916e-05,0.00239510878859562,0.001401807730181693,-0.2880663221922057,0.0014429616374954414,-0.28000902721775445,14266499429.8746,107697735.61,40099462.0,0.2,0.0539218392433623,1040528.4419489814,-1130695.7387311675,-0.05621615385883832,-0.015156392056282005,-170621.33062327662,-170286.03921121365,1.3532508556086069e-09,-0.0002308934616510281,-0.00023043972826077564
AFG,2021.0,0.0014036198048177307,-0.2801341714417833,0.0014080960043525497,-0.28108076929419157,1.197258744615916e-05,0.00239510878859562,0.001401807730181693,-0.2880663221922057,0.0014429616374954414,-0.28000902721775445,14266499429.8746,107697735.61,40099462.0,0.2,0.0539218392433623,1040528.4419489814,-1130695.7387311675,-0.05621615385883832,-0.015156392056282005,-170621.33062327662,-170286.03921121365,1.3532508556086069e-09,-0.0002308934616510281,-0.00023043972826077564
AGO,2016.0,0.0,-6.48173676342639,0.0,-6.485416911827227,0.0,0.01025811955859344,0.0,-6.514812322146803,0.0,-6.478398399117452,52761617225.9253,1210995260.76,29154746.0,0.3,0.5328621413630972,241480.65761403742,-197399.0220908607,-1.945625073548168,-3.455833143268701,-41860.78933717287,-46025.447648869376,0.0,-0.0,-0.0
AGO,2016.0,0.0,-6.48173676342639,0.0,-6.485416911827227,0.0,0.01025811955859344,0.0,-6.514812322146803,0.0,-6.478398399117452,52761617225.9253,1210995260.76,29154746.0,0.3,0.5328621413630972,241480.65761403742,-197399.0220908607,-1.945625073548168,-3.455833143268701,-41860.78933717287,-46025.447648869376,0.0,-0.0,-0.0
AGO,2016.0,0.0,-6.48173676342639,0.0,-6.485416911827227,0.0,0.01025811955859344,0.0,-6.514812322146803,0.0,-6.478398399117452,52761617225.9253,1210995260.76,29154746.0,0.3,0.5328621413630972,241480.65761403742,-197399.0220908607,-1.945625073548168,-3.455833143268701,-41860.78933717287,-46025.447648869376,0.0,-0.0,-0.0
AGO,2016.0,0.0,-6.48173676342639,0.0,-6.485416911827227,0.0,0.01025811955859344,0.0,-6.514812322146803,0.0,-6.478398399117452,52761617225.9253,1210995260.76,29154746.0,0.3,0.5328621413630972,241480.65761403742,-197399.0220908607,-1.945625073548168,-3.455833143268701,-41860.78933717287,-46025.447648869376,0.0,-0.0,-0.0
AGO,2017.0,0.0,-3.663323039335814,0.0,-3.6658344837131405,0.0,0.006214947127625416,0.0,-3.6837693427997027,0.0,-3.662622151590067,73690154990.7312,1577680174.8600004,30208628.0,0.3,0.414815547790461,729772.2581859297,-628457.57180211,-1.099750345113942,-1.5206451394706282,-114705.62143170962,-135171.86524955707,0.0,-0.0,-0.0
